SPECIES,ORGANIZATION,HAUL_NO,DATE,LOCATION,LAT,LONG,BOTTOM_DEPTH(m),SAMPLE_NUM,LENGTH(mm),NUM_INDIVIDUALS,WET_WEIGHT(g),DRY_WEIGHT(g),AFDW(g),WATER_CONTENT(%mass),"WATER_CONTENT(%mass,AFDW)",WET:DRY,WET:DRY(AFDW),SUBSAMPLE_WEIGHT(g),GROSS_HEAT(J/Kg),"ENERGY_DENSITY(kJ/g,DRY)","ENERGY_DENSITY(kJ/g,WET)","ENERGY_DENSITY(kJ/g,WET,AFDW)",NOTES
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,4,132.72,1,16.0297,5.1231,4.691199192,0.6803995084,0.7073432945,3.128906326,3.416972792,1.0833,22953931.9,22.9539319,6.82585366,6.20209779,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,4,132.72,1,16.0297,5.1231,4.691199192,0.6803995084,0.7073432945,3.128906326,3.416972792,1.1041,22738785.56,22.73878556,6.761875191,6.14396576,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,5,146.57,1,20.7415,5.7033,5.14444546,0.7250295302,0.7519733163,3.63675416,4.031824258,1.0215,21545329.6,21.5453296,6.40697496,5.821496799,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,5,146.57,1,20.7415,5.7033,5.14444546,0.7250295302,0.7519733163,3.63675416,4.031824258,1.1403,21387230.87,21.38723087,6.359960845,5.778778899,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,5,146.57,1,20.7415,5.7033,5.14444546,0.7250295302,0.7519733163,3.63675416,4.031824258,1.0314,21161630.54,21.16163054,6.292873653,5.717822226,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,6,126.95,1,13.9349,4.5812,4.205741035,0.6712427072,0.6981864933,3.041757618,3.313304334,1.0378,25125669.07,25.12566907,7.471667205,6.14396576,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,6,126.95,1,13.9349,4.5812,4.205741035,0.6712427072,0.6981864933,3.041757618,3.313304334,1.0949,24542947.2,24.5429472,7.298382112,6.631445943,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,6,126.95,1,13.9349,4.5812,4.205741035,0.6712427072,0.6981864933,3.041757618,3.313304334,1.1601,24437846.14,24.43784614,7.267128013,6.603047887,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,7,122.77,1,14.171,5.0757,4.693879607,0.6418248536,0.6687686397,2.791930177,3.019037808,1.0892,24545490.34,24.54549034,7.29913837,8.130236155,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,7,122.77,1,14.171,5.0757,4.693879607,0.6418248536,0.6687686397,2.791930177,3.019037808,1.0289,24127253.66,24.12725366,7.174766547,6.519126538,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,7,122.77,1,14.171,5.0757,4.693879607,0.6418248536,0.6687686397,2.791930177,3.019037808,1.0403,24295277.95,24.29527795,7.224732244,6.564526301,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,8,123.26,1,15.203,4.5505,4.14087362,0.7006840755,0.7276278616,3.340951544,3.671447476,1.0639,24303925.43,24.30392543,7.227303761,6.56686283,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,8,123.26,1,15.203,4.5505,4.14087362,0.7006840755,0.7276278616,3.340951544,3.671447476,1.0202,23828881.69,23.82888169,7.086039116,6.438507141,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,8,123.26,1,15.203,4.5505,4.14087362,0.7006840755,0.7276278616,3.340951544,3.671447476,1.0911,23566726.42,23.56672642,7.008081513,6.367673411,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,9,121.03,1,13.804,3.9572,3.585267976,0.7133294697,0.7402732558,3.488325078,3.850200345,1.0103,23733836.16,23.73383616,7.057775249,6.412826065,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,9,121.03,1,13.804,3.9572,3.585267976,0.7133294697,0.7402732558,3.488325078,3.850200345,1.1033,22987247.99,22.98724799,6.835760928,6.211099718,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,9,121.03,1,13.804,3.9572,3.585267976,0.7133294697,0.7402732558,3.488325078,3.850200345,1.1608,22838094.43,22.83809443,6.791406855,6.170798781,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,10,128.09,1,13.4916,3.7063,3.342785215,0.7252883276,0.7522321137,3.640180234,4.036035561,0.5833,22573597.09,22.57359709,6.712752787,6.099332229,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,10,128.09,1,13.4916,3.7063,3.342785215,0.7252883276,0.7522321137,3.640180234,4.036035561,1.0853,22263352.42,22.26335242,6.620494749,6.015504857,
E. mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,10,128.09,1,13.4916,3.7063,3.342785215,0.7252883276,0.7522321137,3.640180234,4.036035561,1.068,21474039.85,21.47403985,6.385775394,5.802234479,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,1,122.43,1,15.8392,4.9633,,0.6866445275,1,3.191263877,,1.0186,22909100.16,22.90910016,7.001320898,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,1,122.43,1,15.8392,4.9633,,0.6866445275,1,3.191263877,,0.5101,22586388.55,22.58638855,6.902696005,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,1,122.43,1,15.8392,4.9633,,0.6866445275,1,3.191263877,,0.5114,22506788.82,22.50678882,6.878369286,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,2,129.04,1,17.0821,6.1063,,0.6425322414,1,3.349562728,,0.5043,24773670.32,24.77367032,7.571157947,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,2,129.04,1,17.0821,6.1063,,0.6425322414,1,3.349562728,,0.5029,24421030.36,24.42103036,7.463386559,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,2,129.04,1,17.0821,6.1063,,0.6425322414,1,3.349562728,,0.5027,24186146.7,24.1861467,7.391603038,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,3,112.36,1,11.793,4.0848,,0.6536250318,1,3.238767439,,0.5107,20472114.22,20.47211422,6.256546094,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,3,112.36,1,11.793,4.0848,,0.6536250318,1,3.238767439,,0.5047,20197139.49,20.19713949,6.172510217,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,3,112.36,1,11.793,4.0848,,0.6536250318,1,3.238767439,,0.4991,20549451.59,20.54945159,6.280181406,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,4,108.81,1,9.0207,2.8424,,0.684902502,1,3.482895753,,0.5098,22408954.33,22.40895433,6.848469785,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,4,108.81,1,9.0207,2.8424,,0.684902502,1,3.482895753,,0.5063,22343148.53,22.34314853,6.828358671,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,4,108.81,1,9.0207,2.8424,,0.684902502,1,3.482895753,,0.5162,22500862.88,22.50086288,6.876558241,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,5,117.25,1,12.7361,4.1321,,0.6755600223,1,3.141768217,,1.0299,26506697.72,26.50669772,8.100793806,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,5,117.25,1,12.7361,4.1321,,0.6755600223,1,3.141768217,,1.0893,26171295.2,26.1712952,7.998290405,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,5,117.25,1,12.7361,4.1321,,0.6755600223,1,3.141768217,,1.0566,26118372.02,26.11837202,7.982116389,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,6,117.37,1,14.1161,4.2048,,0.7021273581,1,3.114280672,,1.1791,25232830.66,26.23278419,8.017082246,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,6,117.37,1,14.1161,4.2048,,0.7021273581,1,3.114280672,,1.3447,25635020.22,26.2152285,8.011716997,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,6,117.37,1,14.1161,4.2048,,0.7021273581,1,3.114280672,,1.2443,25555583.23,25.55558323,7.810120768,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,7,112.86,1,12.3764,4.2135,,0.6595536667,1,3.038420936,,1.1537,26232784.19,26.23278419,8.017082246,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,7,112.86,1,12.3764,4.2135,,0.6595536667,1,3.038420936,,1.0035,26215228.5,26.2152285,8.011716997,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,7,112.86,1,12.3764,4.2135,,0.6595536667,1,3.038420936,,1.0001,26202558.53,26.20255853,8.007844888,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,8,109.57,1,10.2018,3.2973,,0.6767923308,1,3.260611097,,1.2032,26124909.34,26.12490934,7.984114279,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,8,109.57,1,10.2018,3.2973,,0.6767923308,1,3.260611097,,1.2002,26091234.23,26.09123423,7.973822725,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,8,109.57,1,10.2018,3.2973,,0.6767923308,1,3.260611097,,1.0221,26008982.42,26.00898242,7.948685495,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,9,121.67,1,15.3971,5.238,,0.6598060674,1,3.454975878,,1.0342,26097976.03,26.09797603,7.975883107,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,9,121.67,1,15.3971,5.238,,0.6598060674,1,3.454975878,,1.2181,25148003.84,25.14800384,7.685559171,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,9,121.67,1,15.3971,5.238,,0.6598060674,1,3.454975878,,1.1423,25789885.34,25.78988534,7.881726559,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,10,111.89,1,11.4382,4.078,,0.643475372,1,3.448564882,,1.2401,26948764.15,26.94876415,8.235895094,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,10,111.89,1,11.4382,4.078,,0.643475372,1,3.448564882,,1.0978,25777177.13,25.77717713,7.877842764,,
E. mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,10,111.89,1,11.4382,4.078,,0.643475372,1,3.448564882,,1.0817,25988934.34,25.98893434,7.94255854,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,1,141,1,20.3807,8.2254,,0.596412292,1,2.477776157,,1.0304,21629052.69,21.62905269,7.329625933,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,1,141,1,20.3807,8.2254,,0.596412292,1,2.477776157,,1.0811,21254617.81,21.25461781,7.202737916,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,1,141,1,20.3807,8.2254,,0.596412292,1,2.477776157,,1.0434,21415142.23,21.41514223,7.257136228,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,2,136.5,1,18.4759,7.0492,,0.6184651357,1,2.620992453,,1.3595,24652196.94,24.65219694,8.354105221,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,2,136.5,1,18.4759,7.0492,,0.6184651357,1,2.620992453,,1.1932,24408934.4,24.4089344,8.27166872,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,2,136.5,1,18.4759,7.0492,,0.6184651357,1,2.620992453,,1.1232,24554903.4,24.5549034,8.32113451,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,3,133.45,1,13.9715,3.8661,,0.7232866908,1,3.613848581,,1.0223,22129832.21,22.12983221,7.499329462,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,3,133.45,1,13.9715,3.8661,,0.7232866908,1,3.613848581,,1.1123,23208239.23,23.20823923,7.864778665,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,3,133.45,1,13.9715,3.8661,,0.7232866908,1,3.613848581,,1.0234,22998392.23,22.99839223,7.793665979,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,4,142.1,1,18.2679,6.6128,,0.6380098424,1,2.762506049,,1.2039,22204563.92,22.20456392,7.524654449,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,4,142.1,1,18.2679,6.6128,,0.6380098424,1,2.762506049,,1.22,22001323.32,22.00132332,7.455780532,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,4,142.1,1,18.2679,6.6128,,0.6380098424,1,2.762506049,,1.0123,23401220.1,23.4012201,7.930175777,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,5,135.47,1,16.481,5.743,,0.6515381348,1,2.869754484,,1.056,21889832.4,21.8898324,7.417998631,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,5,135.47,1,16.481,5.743,,0.6515381348,1,2.869754484,,1.1902,21764534.3,21.7645343,7.37553777,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,5,135.47,1,16.481,5.743,,0.6515381348,1,2.869754484,,1.0392,21808923,21.808923,7.390580156,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,6,133.11,1,17.1956,5.663,,0.6706715671,1,3.03648243,,1.111,23985467.92,23.98546792,8.128164937,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,6,133.11,1,17.1956,5.663,,0.6706715671,1,3.03648243,,1.123,23389721.23,23.38972123,7.926279054,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,6,133.11,1,17.1956,5.663,,0.6706715671,1,3.03648243,,1.325,22998789.54,22.99878954,7.793800619,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,7,134.5,1,16.6965,5.3114,,0.6818854251,1,3.143521482,,1.0346,21909032.2,21.9090322,7.424505035,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,7,134.5,1,16.6965,5.3114,,0.6818854251,1,3.143521482,,1.0003,21899787.87,21.89978787,7.421372328,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,7,134.5,1,16.6965,5.3114,,0.6818854251,1,3.143521482,,1.0809,21807640.41,21.80764041,7.390145513,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,8,134.95,1,13.8554,4.4238,,0.6807165437,1,3.132013201,,1.237,21900765.1,21.9007651,7.42170349,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,8,134.95,1,13.8554,4.4238,,0.6807165437,1,3.132013201,,1.056,20192808.03,20.19280803,6.842913165,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,8,134.95,1,13.8554,4.4238,,0.6807165437,1,3.132013201,,1.0034,22093232.32,22.09323232,7.486926538,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,9,141.01,1,21.335,7.6092,,0.6433466135,1,2.803842717,,1.0423,21989323.3,21.9893233,7.451713981,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,9,141.01,1,21.335,7.6092,,0.6433466135,1,2.803842717,,1.0674,21111193.7,21.1111937,7.154134536,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,9,141.01,1,21.335,7.6092,,0.6433466135,1,2.803842717,,1.0985,22003982.2,22.0039822,7.45668157,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,10,135.2,1,17.7691,5.8291,,0.6719529971,1,3.048343655,,1.0093,24550897.9,24.5508979,8.319777131,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,10,135.2,1,17.7691,5.8291,,0.6719529971,1,3.048343655,,1.306,24498343.1,24.4983431,8.301967427,,
E. mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,10,135.2,1,17.7691,5.8291,,0.6719529971,1,3.048343655,,1.0233,23998942.2,23.9989422,8.132731084,,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,1,125.37,1,19.9389,8.2258,7.614525201,0.5874496587,0.618107057,2.423946607,2.618534902,1.0863,22887492.21,22.88749221,8.202761309,7.770356787,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,1,125.37,1,19.9389,8.2258,7.614525201,0.5874496587,0.618107057,2.423946607,2.479563663,1.0885,22741009,22.741009,8.150262468,7.720625397,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,1,125.37,1,19.9389,8.2258,7.614525201,0.5874496587,0.618107057,2.423946607,2.284095139,1.3898,22592785.98,22.59278598,8.097140088,7.670303337,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,2,122.42,1,18.8807,7.5639,6.98506686,0.5993845567,0.630041955,2.496159389,1.754915199,1.105,22465983.94,22.46598394,8.051694879,7.62725375,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,2,122.42,1,18.8807,7.5639,6.98506686,0.5993845567,0.630041955,2.496159389,2.387894108,1.1096,22262405.09,22.26240509,7.97873325,7.558138257,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,2,122.42,1,18.8807,7.5639,6.98506686,0.5993845567,0.630041955,2.496159389,2.277787789,1.2684,21918466.12,21.91846612,7.855467265,7.441370178,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,3,131.69,1,17.3923,7.065,6.531797331,0.5937857558,0.6244431541,2.461755131,2.274902182,1.2425,23306628.63,23.30662863,8.352977679,7.912654576,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,3,131.69,1,17.3923,7.065,6.531797331,0.5937857558,0.6244431541,2.461755131,1.809547878,1.0911,23712487.79,23.71248779,9.632350307,8.050444703,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,3,131.69,1,17.3923,7.065,6.531797331,0.5937857558,0.6244431541,2.461755131,2.635966661,1.2,23111704.52,23.11170452,8.283117865,7.846477387,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,4,125.63,1,12.2582,4.034,3.65819548,0.6709141636,0.7015715619,3.038720873,3.498719538,1.0441,23331374.78,23.33137478,8.361846574,7.921055951,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,4,125.63,1,12.2582,4.034,3.65819548,0.6709141636,0.7015715619,3.038720873,3.350887088,1.1379,22772341.94,22.77234194,8.161492035,7.731263003,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,4,125.63,1,12.2582,4.034,3.65819548,0.6709141636,0.7015715619,3.038720873,3.350887088,1.0688,22407391.2,22.4073912,8.030695538,7.607361379,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,5,129.07,1,16.6796,6.2259,5.714546859,0.6267356531,0.6573930514,2.67906648,2.91879661,1.0961,24989695.99,24.98969599,8.956180498,8.484059855,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,5,129.07,1,16.6796,6.2259,5.714546859,0.6267356531,0.6573930514,2.67906648,2.91879661,1.5791,23677690.41,23.67769041,8.485964342,8.038630912,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,5,129.07,1,16.6796,6.2259,5.714546859,0.6267356531,0.6573930514,2.67906648,2.91879661,1.081,23819731.18,23.81973118,8.536871035,8.086854084,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,6,123.15,1,15.9105,6.3674,5.879625464,0.599798875,0.6304562733,2.4987436,2.706039712,1.109,23738085.83,23.73808583,8.507609755,8.059135297,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,6,123.15,1,15.9105,6.3674,5.879625464,0.599798875,0.6304562733,2.4987436,2.706039712,1.0688,23295006.17,23.29500617,8.348812249,7.908708723,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,6,123.15,1,15.9105,6.3674,5.879625464,0.599798875,0.6304562733,2.4987436,2.706039712,1.1032,23085967.7,23.0859677,8.273893919,7.837739677,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,7,119.84,1,14.8592,5.0482,4.592655587,0.660264348,0.6909217463,2.943464997,3.235426589,1.1871,23534654.55,23.53465455,8.434701014,7.990069905,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,7,119.84,1,14.8592,5.0482,4.592655587,0.660264348,0.6909217463,2.943464997,3.235426589,1.23,23262009.17,23.26200917,8.336986291,7.897506165,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,7,119.84,1,14.8592,5.0482,4.592655587,0.660264348,0.6909217463,2.943464997,3.235426589,1.1826,23118862.48,23.11886248,8.285683242,7.848907531,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,8,119.2,1,11.8196,3.6145,3.252141815,0.694194389,0.7248517873,3.270051183,3.634404855,1.0094,21727132.24,21.72713224,7.786894172,7.376411881,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,8,119.2,1,11.8196,3.6145,3.252141815,0.694194389,0.7248517873,3.270051183,3.634404855,1.0582,21144894.95,21.14489495,7.578223275,7.178740968,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,8,119.2,1,11.8196,3.6145,3.252141815,0.694194389,0.7248517873,3.270051183,3.634404855,1.0782,21243340.32,21.24334032,7.613505597,7.2121634,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,9,123.65,1,17.2176,5.9254,5.397553179,0.6558521513,0.6865095496,2.905727883,3.189889831,1.0622,23697328.76,23.69732876,8.155384713,8.045298178,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,9,123.65,1,17.2176,5.9254,5.397553179,0.6558521513,0.6865095496,2.905727883,3.189889831,1.0372,22930242.21,22.93024221,8.218082692,7.784870511,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,9,123.65,1,17.2176,5.9254,5.397553179,0.6558521513,0.6865095496,2.905727883,3.189889831,1.0225,23307471.5,23.3074715,8.35327976,7.912940732,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,10,118.38,1,12.799,4.0191,3.626715959,0.6859832799,0.7166406782,3.184543803,3.529088063,1.0432,23109510.52,23.10951052,8.282331547,7.845732519,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,10,118.38,1,12.799,4.0191,3.626715959,0.6859832799,0.7166406782,3.184543803,3.529088063,1.0916,22291805.47,22.29180547,7.989270198,7.568119755,
E. mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,10,118.38,1,12.799,4.0191,3.626715959,0.6859832799,0.7166406782,3.184543803,3.529088063,1.1763,22319296.67,22.31929667,7.999122905,7.577453081,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,1,138.89,1,18.2973,5.9596,,0.6742907423,1,3.070222834,,1.0848,25457098.08,25.45709808,8.115180125,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,1,138.89,1,18.2973,5.9596,,0.6742907423,1,3.070222834,,1.0289,24891404.74,24.89140474,7.934849149,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,1,138.89,1,18.2973,5.9596,,0.6742907423,1,3.070222834,,1.0222,24791400.65,24.79140065,7.902969977,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,2,127.05,1,14.3984,4.7308,,0.6714357151,1,3.043544432,,1.0858,26816592.61,26.81659261,8.548557997,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,2,127.05,1,14.3984,4.7308,,0.6714357151,1,3.043544432,,1.0654,26140316.48,26.14031648,8.332975585,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,2,127.05,1,14.3984,4.7308,,0.6714357151,1,3.043544432,,1.0701,26221040.4,26.2210404,8.35870865,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,3,118.12,1,9.5649,2.9105,,0.6957103577,1,3.286342553,,1.022,25982312.21,25.98231221,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,3,118.12,1,9.5649,2.9105,,0.6957103577,1,3.286342553,,1.0345,25789231.23,25.78923123,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,3,118.12,1,9.5649,2.9105,,0.6957103577,1,3.286342553,,1.0442,26090200.32,26.09020032,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,4,107.23,1,8.8266,2.783,,0.6847030567,1,3.171613367,,1.0354,24326784.49,24.32678449,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,4,107.23,1,8.8266,2.783,,0.6847030567,1,3.171613367,,,,,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,4,107.23,1,8.8266,2.783,,0.6847030567,1,3.171613367,,,,,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,5,115.96,1,8.8674,2.5516,,0.7122493628,1,3.475231227,,,,,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,5,115.96,1,8.8674,2.5516,,0.7122493628,1,3.475231227,,,,,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,5,115.96,1,8.8674,2.5516,,0.7122493628,1,3.475231227,,,,,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,6,123.8,1,12.2563,4.0054,,0.6731966417,1,3.059944075,,,,,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,6,123.8,1,12.2563,4.0054,,0.6731966417,1,3.059944075,,,,,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,6,123.8,1,12.2563,4.0054,,0.6731966417,1,3.059944075,,,,,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,7,123.25,1,13.9899,4.9928,,0.6431139608,1,2.802014901,,,,,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,7,123.25,1,13.9899,4.9928,,0.6431139608,1,2.802014901,,,,,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,7,123.25,1,13.9899,4.9928,,0.6431139608,1,2.802014901,,,,,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,8,126.17,1,15.0098,5.1094,,0.6595957308,1,2.937683485,,1.2163,25827713.48,25.82771348,8.233324413,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,8,126.17,1,15.0098,5.1094,,0.6595957308,1,2.937683485,,1.1365,25717239.1,25.7172391,8.198107536,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,8,126.17,1,15.0098,5.1094,,0.6595957308,1,2.937683485,,1.0145,25607111.01,25.60711101,8.163001049,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,9,119.12,1,10.3263,3.1487,,0.6950795541,1,3.279543939,,1.0522,22763201.37,22.76320137,7.256423288,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,9,119.12,1,10.3263,3.1487,,0.6950795541,1,3.279543939,,1.0801,19950883.24,19.95088324,6.359916226,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,9,119.12,1,10.3263,3.1487,,0.6950795541,1,3.279543939,,,,,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,10,125.79,1,12.2121,3.765,,0.6916992164,1,3.243585657,,,,,,,
E. mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,10,125.79,1,12.2121,3.765,,0.6916992164,1,3.243585657,,,,,,,
