SPECIES,ORGANIZATION,HAUL_NO,DATE,LOCATION,LAT,LONG,BOTTOM_DEPTH(m),SAMPLE_NUM,LENGTH(mm),NUM_INDIVIDUALS,WET_WEIGHT(g),DRY_WEIGHT(g),AFDW(g),WATER_CONTENT(%mass),"WATER_CONTENT(%mass,AFDW)",WET:DRY,WET:DRY(AFDW),SUBSAMPLE_WEIGHT(g),GROSS_HEAT(J/Kg),"ENERGY_DENSITY(kJ/g,DRY)","ENERGY_DENSITY(kJ/g,WET)","ENERGY_DENSITY(kJ/g,WET,AFDW)",NOTES
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,8,123.26,1,15.203,4.5505,4.427892301,0.700684076,0.70874878,3.340951544,3.43346201,1.0639,24303925.43,24.30392543,7.227303761,7.032572835,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,8,123.26,1,15.203,4.5505,4.427892301,0.700684076,0.70874878,3.340951544,3.43346201,1.0202,23828881.69,23.82888169,7.086039116,6.895114394,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,8,123.26,1,15.203,4.5505,4.427892301,0.700684076,0.70874878,3.340951544,3.43346201,1.0911,23566726.42,23.56672642,7.008081513,6.819257264,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,9,121.03,1,13.804,3.9572,3.85057805,0.71332947,0.721053459,3.488325078,3.584916296,1.0103,23733836.16,23.73383616,7.057775249,6.867612062,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,9,121.03,1,13.804,3.9572,3.85057805,0.71332947,0.721053459,3.488325078,3.584916296,1.1033,22987247.99,22.98724799,6.835760928,6.651579648,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,9,121.03,1,13.804,3.9572,3.85057805,0.71332947,0.721053459,3.488325078,3.584916296,1.1608,22838094.43,22.83809443,6.791406855,6.608420642,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,10,128.09,1,13.4916,3.7063,3.606438246,0.725288328,0.7326901,3.640180234,3.740976299,0.5833,22573597.09,22.57359709,6.712752787,6.531885811,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,10,128.09,1,13.4916,3.7063,3.606438246,0.725288328,0.7326901,3.640180234,3.740976299,1.0853,22263352.42,22.26335242,6.620494749,6.442113554,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,10,128.09,1,13.4916,3.7063,3.606438246,0.725288328,0.7326901,3.640180234,3.740976299,1.068,21474039.85,21.47403985,6.385775394,6.213718427,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,1,122.43,1,15.8392,,0,1,1,#DIV/0!,#DIV/0!,1.0186,22909100.16,22.90910016,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,1,122.43,1,15.8392,,0,1,1,#DIV/0!,#DIV/0!,0.5101,22586388.55,22.58638855,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,1,122.43,1,15.8392,,0,1,1,#DIV/0!,#DIV/0!,0.5114,22506788.82,22.50678882,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,2,129.04,1,17.0821,,0,1,1,#DIV/0!,#DIV/0!,0.5043,24773670.32,24.77367032,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,2,129.04,1,17.0821,,0,1,1,#DIV/0!,#DIV/0!,0.5029,24421030.36,24.42103036,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,2,129.04,1,17.0821,,0,1,1,#DIV/0!,#DIV/0!,0.5027,24186146.7,24.1861467,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,3,112.36,1,11.793,,0,1,1,#DIV/0!,#DIV/0!,0.5107,20472114.22,20.47211422,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,3,112.36,1,11.793,,0,1,1,#DIV/0!,#DIV/0!,0.5047,20197139.49,20.19713949,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,3,112.36,1,11.793,,0,1,1,#DIV/0!,#DIV/0!,0.4991,20549451.59,20.54945159,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,4,108.81,1,9.0207,,0,1,1,#DIV/0!,#DIV/0!,0.5098,22408954.33,22.40895433,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,4,108.81,1,9.0207,,0,1,1,#DIV/0!,#DIV/0!,0.5063,22343148.53,22.34314853,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,4,108.81,1,9.0207,,0,1,1,#DIV/0!,#DIV/0!,0.5162,22500862.88,22.50086288,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,5,117.25,1,12.7361,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,5,117.25,1,12.7361,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,5,117.25,1,12.7361,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,6,117.37,1,14.1161,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,6,117.37,1,14.1161,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,6,117.37,1,14.1161,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,7,112.86,1,12.3764,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,7,112.86,1,12.3764,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,7,112.86,1,12.3764,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,8,109.57,1,10.2018,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,8,109.57,1,10.2018,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,8,109.57,1,10.2018,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,9,121.67,1,15.3971,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,9,121.67,1,15.3971,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,9,121.67,1,15.3971,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,10,111.89,1,11.4382,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,10,111.89,1,11.4382,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,B. BURFORD,1,9/18/2019,HOPKINS,,,0,10,111.89,1,11.4382,,0,1,1,#DIV/0!,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,1,141,1,20.3807,8.2254,8.2254,0.596412292,0.596412292,2.477776157,2.477776157,1.0304,21629052.69,21.62905269,7.329625933,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,1,141,1,20.3807,8.2254,8.2254,0.596412292,0.596412292,2.477776157,2.477776157,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,1,141,1,20.3807,8.2254,8.2254,0.596412292,0.596412292,2.477776157,2.477776157,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,2,136.5,1,18.4759,7.0492,7.0492,0.618465136,0.618465136,2.620992453,2.620992453,1.3595,24652196.94,24.65219694,8.354105221,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,2,136.5,1,18.4759,7.0492,7.0492,0.618465136,0.618465136,2.620992453,2.620992453,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,2,136.5,1,18.4759,7.0492,7.0492,0.618465136,0.618465136,2.620992453,2.620992453,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,3,133.45,1,13.9715,3.8661,3.8661,0.723286691,0.723286691,3.613848581,3.613848581,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,3,133.45,1,13.9715,3.8661,3.8661,0.723286691,0.723286691,3.613848581,3.613848581,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,3,133.45,1,13.9715,3.8661,3.8661,0.723286691,0.723286691,3.613848581,3.613848581,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,4,142.1,1,18.2679,6.6128,6.6128,0.638009842,0.638009842,2.762506049,2.762506049,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,4,142.1,1,18.2679,6.6128,6.6128,0.638009842,0.638009842,2.762506049,2.762506049,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,4,142.1,1,18.2679,6.6128,6.6128,0.638009842,0.638009842,2.762506049,2.762506049,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,5,135.47,1,16.481,5.743,5.743,0.651538135,0.651538135,2.869754484,2.869754484,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,5,135.47,1,16.481,5.743,5.743,0.651538135,0.651538135,2.869754484,2.869754484,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,5,135.47,1,16.481,5.743,5.743,0.651538135,0.651538135,2.869754484,2.869754484,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,6,133.11,1,17.1956,5.663,5.663,0.670671567,0.670671567,3.03648243,3.03648243,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,6,133.11,1,17.1956,5.663,5.663,0.670671567,0.670671567,3.03648243,3.03648243,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,6,133.11,1,17.1956,5.663,5.663,0.670671567,0.670671567,3.03648243,3.03648243,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,7,134.5,1,16.6965,5.3114,5.3114,0.681885425,0.681885425,3.143521482,3.143521482,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,7,134.5,1,16.6965,5.3114,5.3114,0.681885425,0.681885425,3.143521482,3.143521482,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,7,134.5,1,16.6965,5.3114,5.3114,0.681885425,0.681885425,3.143521482,3.143521482,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,8,134.95,1,13.8554,4.4238,4.4238,0.680716544,0.680716544,3.132013201,3.132013201,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,8,134.95,1,13.8554,4.4238,4.4238,0.680716544,0.680716544,3.132013201,3.132013201,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,8,134.95,1,13.8554,4.4238,4.4238,0.680716544,0.680716544,3.132013201,3.132013201,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,9,141.01,1,21.335,7.6092,7.6092,0.643346614,0.643346614,2.803842717,2.803842717,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,9,141.01,1,21.335,7.6092,7.6092,0.643346614,0.643346614,2.803842717,2.803842717,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,9,141.01,1,21.335,7.6092,7.6092,0.643346614,0.643346614,2.803842717,2.803842717,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,10,135.2,1,17.7691,5.8291,5.8291,0.671952997,0.671952997,3.048343655,3.048343655,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,10,135.2,1,17.7691,5.8291,5.8291,0.671952997,0.671952997,3.048343655,3.048343655,,,0,,,
Engraulis mordax,CDFW,1,7/12/2022,PT. PIÑOS,,,,10,135.2,1,17.7691,5.8291,5.8291,0.671952997,0.671952997,3.048343655,3.048343655,,,0,,,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,1,125.37,1,19.9389,8.2258,7.973618373,0.587449659,0.600097379,2.423946607,2.500608766,1.0863,22887492.21,22.88749221,8.202761309,8.250471616,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,1,125.37,1,19.9389,8.2258,7.973618373,0.587449659,0.600097379,2.423946607,2.367896119,1.0885,22741009,22.741009,8.150262468,8.197667423,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,1,125.37,1,19.9389,8.2258,7.973618373,0.587449659,0.600097379,2.423946607,2.181230551,1.3898,22592785.98,22.59278598,8.097140088,8.144236064,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,2,122.42,1,18.8807,7.5639,7.332010505,0.599384557,0.611666384,2.496159389,1.671874309,1.105,22465983.94,22.46598394,8.051694879,8.098526528,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,2,122.42,1,18.8807,7.5639,7.332010505,0.599384557,0.611666384,2.496159389,2.274901269,1.1096,22262405.09,22.26240509,7.97873325,8.025140527,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,2,122.42,1,18.8807,7.5639,7.332010505,0.599384557,0.611666384,2.496159389,2.170005074,1.2684,21918466.12,21.91846612,7.855467265,7.901157581,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,3,131.69,1,17.3923,7.065,6.848405481,0.593785756,0.606239228,2.461755131,2.16973134,1.2425,23306628.63,23.30662863,8.352977679,8.401561701,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,3,131.69,1,17.3923,7.065,6.848405481,0.593785756,0.606239228,2.461755131,1.725890798,1.0911,23712487.79,23.71248779,9.632350307,8.547865606,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,3,131.69,1,17.3923,7.065,6.848405481,0.593785756,0.606239228,2.461755131,2.514103472,1.2,23111704.52,23.11170452,8.283117865,8.331295556,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,4,125.63,1,12.2582,4.034,3.910328055,0.670914164,0.681003079,3.038720873,3.273126914,1.0441,23331374.78,23.33137478,8.361846574,8.410482181,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,4,125.63,1,12.2582,4.034,3.910328055,0.670914164,0.681003079,3.038720873,3.134826497,1.1379,22772341.94,22.77234194,8.161492035,8.208962305,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,4,125.63,1,12.2582,4.034,3.910328055,0.670914164,0.681003079,3.038720873,3.134826497,1.0688,22407391.2,22.4073912,8.030695538,8.077405047,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,5,129.07,1,16.6796,6.2259,6.035030104,0.626735653,0.638178967,2.67906648,2.763797315,1.0961,24989695.99,24.98969599,8.956180498,9.008272972,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,5,129.07,1,16.6796,6.2259,6.035030104,0.626735653,0.638178967,2.67906648,2.763797315,1.5791,23677690.41,23.67769041,8.485964342,8.535321864,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,5,129.07,1,16.6796,6.2259,6.035030104,0.626735653,0.638178967,2.67906648,2.763797315,1.081,23819731.18,23.81973118,8.536871035,8.586524649,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,6,123.15,1,15.9105,6.3674,6.172192082,0.599798875,0.612068,2.4987436,2.577771364,1.109,23738085.83,23.73808583,8.507609755,8.557093174,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,6,123.15,1,15.9105,6.3674,6.172192082,0.599798875,0.612068,2.4987436,2.577771364,1.0688,23295006.17,23.29500617,8.348812249,8.397372042,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,6,123.15,1,15.9105,6.3674,6.172192082,0.599798875,0.612068,2.4987436,2.577771364,1.1032,23085967.7,23.0859677,8.273893919,8.322017961,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,7,119.84,1,14.8592,5.0482,4.893435322,0.660264348,0.670679759,2.943464997,3.036557964,1.1871,23534654.55,23.53465455,8.434701014,8.483760369,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,7,119.84,1,14.8592,5.0482,4.893435322,0.660264348,0.670679759,2.943464997,3.036557964,1.23,23262009.17,23.26200917,8.336986291,8.385477301,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,7,119.84,1,14.8592,5.0482,4.893435322,0.660264348,0.670679759,2.943464997,3.036557964,1.1826,23118862.48,23.11886248,8.285683242,8.333875854,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,8,119.2,1,11.8196,3.6145,3.503688834,0.694194389,0.703569593,3.270051183,3.373473091,1.0094,21727132.24,21.72713224,7.786894172,7.832185641,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,8,119.2,1,11.8196,3.6145,3.503688834,0.694194389,0.703569593,3.270051183,3.373473091,1.0582,21144894.95,21.14489495,7.578223275,7.622301037,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,8,119.2,1,11.8196,3.6145,3.503688834,0.694194389,0.703569593,3.270051183,3.373473091,1.0782,21243340.32,21.24334032,7.613505597,7.657788575,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,9,123.65,1,17.2176,5.9254,5.743742652,0.655852151,0.666402829,2.905727883,2.997627339,1.0622,23697328.76,23.69732876,8.155384713,8.542401086,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,9,123.65,1,17.2176,5.9254,5.743742652,0.655852151,0.666402829,2.905727883,2.997627339,1.0372,22930242.21,22.93024221,8.218082692,8.265882115,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,9,123.65,1,17.2176,5.9254,5.743742652,0.655852151,0.666402829,2.905727883,2.997627339,1.0225,23307471.5,23.3074715,8.35327976,8.401865538,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,10,118.38,1,12.799,4.0191,3.89588485,0.68598328,0.695610216,3.184543803,3.28526137,1.0432,23109510.52,23.10951052,8.282331547,8.330504664,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,10,118.38,1,12.799,4.0191,3.89588485,0.68598328,0.695610216,3.184543803,3.28526137,1.0916,22291805.47,22.29180547,7.989270198,8.035738762,
Engraulis mordax,CDFW,1,6/23/2022,MARINA,36.675,-121.885,,10,118.38,1,12.799,4.0191,3.89588485,0.68598328,0.695610216,3.184543803,3.28526137,1.1763,22319296.67,22.31929667,7.999122905,8.045648775,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,1,138.89,1,18.2973,5.9596,,0.674290742,1,,#DIV/0!,1.0848,25457098.08,25.45709808,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,1,138.89,1,18.2973,5.9596,,0.674290742,1,,#DIV/0!,1.0289,24891404.74,24.89140474,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,1,138.89,1,18.2973,5.9596,,0.674290742,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,2,127.05,1,14.3984,4.7308,,0.671435715,1,,#DIV/0!,1.0858,26816592.61,26.81659261,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,2,127.05,1,14.3984,4.7308,,0.671435715,1,,#DIV/0!,1.0654,26140316.48,26.14031648,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,2,127.05,1,14.3984,4.7308,,0.671435715,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,3,118.12,1,9.5649,2.9105,,0.695710358,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,3,118.12,1,9.5649,2.9105,,0.695710358,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,3,118.12,1,9.5649,2.9105,,0.695710358,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,4,107.23,1,8.8266,2.783,,0.684703057,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,4,107.23,1,8.8266,2.783,,0.684703057,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,4,107.23,1,8.8266,2.783,,0.684703057,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,5,115.96,1,8.8674,2.5516,,0.712249363,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,5,115.96,1,8.8674,2.5516,,0.712249363,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,5,115.96,1,8.8674,2.5516,,0.712249363,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,6,123.8,1,12.2563,4.0054,,0.673196642,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,6,123.8,1,12.2563,4.0054,,0.673196642,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,6,123.8,1,12.2563,4.0054,,0.673196642,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,7,123.25,1,13.9899,4.9928,,0.643113961,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,7,123.25,1,13.9899,4.9928,,0.643113961,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,7,123.25,1,13.9899,4.9928,,0.643113961,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,8,126.17,1,15.0098,5.1094,,0.659595731,1,,#DIV/0!,1.2163,25827713.48,25.82771348,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,8,126.17,1,15.0098,5.1094,,0.659595731,1,,#DIV/0!,1.1365,25717239.1,25.7172391,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,8,126.17,1,15.0098,5.1094,,0.659595731,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,9,119.12,1,10.3263,3.1487,,0.695079554,1,,#DIV/0!,1.0522,22763201.37,22.76320137,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,9,119.12,1,10.3263,3.1487,,0.695079554,1,,#DIV/0!,1.0801,19950883.24,19.95088324,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,9,119.12,1,10.3263,3.1487,,0.695079554,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,10,125.79,1,12.2121,3.765,,0.691699216,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,10,125.79,1,12.2121,3.765,,0.691699216,1,,#DIV/0!,,,0,,,
Engraulis mordax,CDFW,1,9/15/2021,DEL MONTE BEACH,,,,10,125.79,1,12.2121,3.765,,0.691699216,1,,#DIV/0!,,,0,,,
Sardinops sagax,CDFW,1,6/29/2022,N. MONTEREY BAY,,,20.12,1,218.01,1,90.265,32.2413,32.2413,0.642815045,0.642815045,2.799669988,2.799669988,1.7189,24628054.36,24.62805436,7.804772533,,
Sardinops sagax,CDFW,1,6/29/2022,N. MONTEREY BAY,,,20.12,1,218.01,1,90.265,32.2413,32.2413,0.642815045,0.642815045,2.799669988,2.799669988,,,0,0,,
Sardinops sagax,CDFW,1,6/29/2022,N. MONTEREY BAY,,,20.12,1,218.01,1,90.265,32.2413,32.2413,0.642815045,0.642815045,2.799669988,2.799669988,,,0,0,,
Sardinops sagax,CDFW,1,6/29/2022,N. MONTEREY BAY,,,20.12,2,192.2,1,54.0535,17.8238,17.8238,0.67025632,0.67025632,3.03265858,3.03265858,,,0,0,,
Sardinops sagax,CDFW,1,6/29/2022,N. MONTEREY BAY,,,20.12,2,192.2,1,54.0535,17.8238,17.8238,0.67025632,0.67025632,3.03265858,3.03265858,,,0,0,,
Sardinops sagax,CDFW,1,6/29/2022,N. MONTEREY BAY,,,20.12,2,192.2,1,54.0535,17.8238,17.8238,0.67025632,0.67025632,3.03265858,3.03265858,,,0,0,,
Sardinops sagax,CDFW,1,6/29/2022,N. MONTEREY BAY,,,20.12,3,220.5,1,84.203,26.7111,26.7111,0.682777336,0.682777336,3.15235988,3.15235988,,,0,0,,
Sardinops sagax,CDFW,1,6/29/2022,N. MONTEREY BAY,,,20.12,3,220.5,1,84.203,26.7111,26.7111,0.682777336,0.682777336,3.15235988,3.15235988,,,0,0,,
Sardinops sagax,CDFW,1,6/29/2022,N. MONTEREY BAY,,,20.12,3,220.5,1,84.203,26.7111,26.7111,0.682777336,0.682777336,3.15235988,3.15235988,,,0,0,,
Sardinops sagax,CDFW,1,6/29/2022,N. MONTEREY BAY,,,20.12,4,215.48,1,78.8165,21.6686,21.6686,0.725075333,0.725075333,3.637360051,3.637360051,1.3636,19573793.5,19.5737935,6.203048103,,
Sardinops sagax,CDFW,1,6/29/2022,N. MONTEREY BAY,,,20.12,4,215.48,1,78.8165,21.6686,21.6686,0.725075333,0.725075333,3.637360051,3.637360051,,,0,0,,
Sardinops sagax,CDFW,1,6/29/2022,N. MONTEREY BAY,,,20.12,4,215.48,1,78.8165,21.6686,21.6686,0.725075333,0.725075333,3.637360051,3.637360051,,,0,0,,
Sardinops sagax,CDFW,1,7/6/2022,MARINA PIPELINE,,,20.12,1,227,1,91.191,31.185,31.185,,0.658025463,,2.924194324,,,0,,,
Sardinops sagax,CDFW,1,7/6/2022,MARINA PIPELINE,,,20.12,1,227,1,,31.185,31.185,,#DIV/0!,,0,,,0,,,
Sardinops sagax,CDFW,1,7/6/2022,MARINA PIPELINE,,,20.12,1,227,1,,31.185,31.185,,#DIV/0!,,0,,,0,,,
